CLAF,PRID,Drain,Layer,TopDep,BotDep,CFRAG,SDTO,STPC,CLPC,PSCL,BULK,TAWK,TAWC,CECS,BSAT,CECc,PHAQ,TCEQ,GYPS,ELCO,TOTC,TOTN,CNrt,ECEC,ALSA,ESP
Lk,WD-Lk,M,D3,40,60,10,52,22,26,M,1.559999943,,10,13.60000038,100,51,8.100000381,149.4299927,1,0.300000012,2.700000048,0.400000006,7,24.5,0,2
Lk,WD-Lk,M,D4,60,80,12,51,23,26,M,1.519999981,,11,14.89999962,100,50,8.119999886,170,1,0.270000011,2.529999971,0.400000006,7.730000019,23,0,2
Lk,WD-Lk,M,D5,80,100,15,50,24,26,M,1.519999981,,11,12.39999962,100,44.75,8.199999809,172,1,0.239999995,2,0.400000006,7,25.5,0,2
Lo,WD-Lo,W,D1,0,20,5,53,27,20,M,1.399999976,,11,9.300000191,87,38.27999878,6.300000191,0,0,0,8.270000458,0.879999995,10,10,0,2
Lo,WD-Lo,W,D2,20,40,5,49,25,26,M,1.480000019,,11,9.149999619,86,36,6.199999809,0,0,0,4.78000021,0.600000024,9.729999542,10.97999954,0,2
Lo,WD-Lo,W,D3,40,60,5,46,24,30,M,1.480000019,,11,10.39999962,85,37.59999847,6.199999809,0,0,0,3.200000048,0.5,8.5,11.60000038,0,3
Lo,WD-Lo,W,D4,60,80,9,45,24,31,M,1.5,,11,10.39000034,87,37,6.199999809,0,0,0,2.789999962,0.400000006,7.5,12,0,3
Lo,WD-Lo,W,D5,80,100,5,45,25,30,M,1.49000001,,10,9.850000381,88,40,6.199999809,0,0,0,2.230000019,0.400000006,7.5,12,0,3
Lp,WD-Lp,M,D1,0,20,16,63,22,15,M,1.639999986,,7,6.619999886,80,33.84999847,6.5,0,0,0,7.880000114,0.550000012,11.97000027,7.650000095,0,4
Lp,WD-Lp,M,D2,20,40,29,59,20,21,M,1.639999986,,10,5.679999828,80,26,6.21999979,0,0,0,4.199999809,0.370000005,10.23999977,4.400000095,0,4
Lp,WD-Lp,M,D3,40,60,45,53,19,28,M,1.559999943,,10,7.320000172,80,22.5,6,0,0,0,3.220000029,0.280000001,9.729999542,5,0,3
Lp,WD-Lp,M,D4,60,80,45,49,20,31,M,1.600000024,,10,7.300000191,80,19,6.090000153,0,0,0,3,0.400000006,8.329999924,6,0,3
Lp,WD-Lp,M,D5,80,100,31,47,20,33,M,1.570000052,,11,6.28000021,53,19,5.699999809,0,0,0,2.299999952,0.400000006,7.559999943,8.5,0,3
Lv,WD-Lv,M,D1,0,20,5,33,28,39,F,1.299999952,,13,22.63999939,96,61,6.829999924,1,1,0.5,10.5,1.100000024,9.899999619,24,0,1
Lv,WD-Lv,M,D2,20,40,4,29,23,48,F,1.399999976,,11,25.20000076,96,55.25,7,5,1,0.310000002,5.46999979,0.680000007,9.119999886,23.67000008,0,1
Lv,WD-Lv,M,D3,40,60,4,28,22,50,F,1.399999976,,12,26.64999962,99,48.40000153,7,8.670000076,1,0.319999993,5.889999866,0.649999976,8.569999695,24.32999992,0,2
Lv,WD-Lv,M,D4,60,80,8,27,22,51,F,1.409999967,,12,27.38999939,98,50,7.170000076,20.02000046,1,0.330000013,5.28000021,0.610000014,8.31000042,27,0,2
Lv,WD-Lv,M,D5,80,100,22,24,25,51,F,1.460000038,,12,27.04999924,100,50,7.170000076,48,1,0.449999988,4.090000153,0.600000024,7.880000114,26.5,0,3
Mg,WD-Mg,P,D1,0,20,-3,24,53,23,M,1.299999952,,-3,20.39999962,92,69,6.510000229,1,0.689999998,0.289999992,16.11000061,1.580000043,10,21.85000038,0,2
Mg,WD-Mg,P,D2,20,40,-3,25,51,24,M,1.409999967,,-3,18.54000092,100,58.59999847,6.599999905,1,-3,0.469999999,10.30000019,0.980000019,9.210000038,21,0,2
Mg,WD-Mg,P,D3,40,60,-3,24,49,27,M,1.460000038,,-3,16.89999962,94,61,6.650000095,1,-3,0.400000006,3.900000095,0.579999983,7.75,20,0,4
Mg,WD-Mg,P,D4,60,80,-3,21,49,30,M,1.5,,-3,19.60000038,90,63,6.340000153,0,0,0,3,0.400000006,7.75,20,0,6
Mg,WD-Mg,P,D5,80,100,-3,20,50,30,M,1.49000001,,-3,20.29999924,88,63,6.199999809,0,0,0,3,0.400000006,7,20,0,6
Mo,WD-Mo,M,D1,0,20,-3,25,51,24,M,1.289999962,,-3,22.29000092,96,69.77999878,6.550000191,1,0.689999998,0.289999992,16.22999954,1.559999943,9.640000343,21.85000038,0,2
Mo,WD-Mo,M,D2,20,40,-3,25,50,25,M,1.419999957,,-3,19.42000008,100,61,6.860000134,1,-3,0.469999999,7.550000191,0.970000029,8.75,21,0,4
Mo,WD-Mo,M,D3,40,60,-3,24,48,28,M,1.460000038,,-3,18.23999977,94,63.25,6.900000095,1,-3,0.400000006,3.799999952,0.579999983,7,20,0,4
Mo,WD-Mo,M,D4,60,80,-3,21,49,30,M,1.50999999,,-3,21.64999962,90,63.5,6.75,1,-3,0.400000006,3,0.400000006,7.090000153,20,0,6
Mo,WD-Mo,M,D5,80,100,-3,20,49,31,M,1.5,,-3,21.43000031,88,63.5,6.5,1,-3,0.610000014,3,0.400000006,7,20,0,6
N,WD-N,W,D1,0,20,4,42,24,34,M,1.299999952,,10,11.35000038,63,22,5.599999905,0,0,0,14.02999973,1.429999948,10.19999981,10.19999981,0,2
N,WD-N,W,D2,20,40,4,36,21,43,F,1.320000052,,8,10,60,21.54999924,5.489999771,0,0,0,6.75,0.829999983,8.600000381,11,13,2
N,WD-N,W,D3,40,60,4,33,18,49,F,1.299999952,,7,9.600000381,65,19.70000076,5.5,0,0,0,4.929999828,0.699999988,7.409999847,10,16,2
N,WD-N,W,D4,60,80,4,31,18,51,F,1.419999957,,6,9.699999809,64,19,5.53000021,0,0,0,3.700000048,0.610000014,7.03000021,9.880000114,0,2
N,WD-N,W,D5,80,100,4,30,17,53,F,1.419999957,,6,10.44999981,63,18.5,5.510000229,0,0,0,3.579999924,0.5,7.360000134,9.899999619,0,2
B,WD-NA,W,D1,0,20,8,42,31,27,M,1.320000052,,13,14,80,40.79999924,6.099999905,0,0,0,11.72999954,1.100000024,10.47000027,18,0,2
B,WD-NA,W,D2,20,40,10,40,30,30,M,1.370000005,,12,12.64999962,87,40,6.199999809,0,0,0,6.050000191,0.699999988,9.600000381,17,0,2
B,WD-NA,W,D3,40,60,10,40,30,30,M,1.399999976,,12,12.44999981,89,39,6.300000191,0,0,0,4.25,0.5,8.800000191,17.60000038,0,2
B,WD-NA,W,D4,60,80,10,40,30,30,M,1.399999976,,13,12.10000038,93,39.84999847,6.400000095,0,0,0,3.200000048,0.5,8,19.25,0,2
B,WD-NA,W,D5,80,100,14,40,30,30,M,1.409999967,,13,11.60000038,95,39,6.449999809,0,0,0,2.700000048,0.400000006,7.5,19,0,2
Nd,WD-Nd,W,D1,0,20,2,42,24,34,M,1.149999976,,5,10.56999969,66,19,5.519999981,0,0,0,12.27000046,1.330000043,10.64000034,10.19999981,0,3
Nd,WD-Nd,W,D2,20,40,1,35,21,44,F,1.24000001,,4,8.600000381,57,15,5.210000038,0,0,0,6.409999847,0.74000001,8.930000305,10,13,3
Nd,WD-Nd,W,D3,40,60,4,31,19,50,F,1.25,,4,8.800000191,55,14,5.199999809,0,0,0,4.920000076,0.600000024,7.699999809,10,18,3
Nd,WD-Nd,W,D4,60,80,4,30,18,52,F,1.399999976,,5,8.949999809,50,13,5.150000095,0,0,0,3.650000095,0.49000001,7.070000172,9,20,3
Nd,WD-Nd,W,D5,80,100,4,29,17,54,F,1.389999986,,5,8.75,55,13,5.199999809,0,0,0,3.5,0.49000001,7.070000172,9,23,3
Ne,WD-Ne,W,D1,0,20,11,54,20,26,M,1.399999976,,8,7.699999809,74,25.5,5.949999809,0,0,0,6.659999847,1.649999976,8.720000267,9.5,0,3
Ne,WD-Ne,W,D2,20,40,4,48,17,35,F,1.419999957,,6,7.53000021,74,24.79999924,5.949999809,0,0,0,5.050000191,0.899999976,7,9.75,0,2
Ne,WD-Ne,W,D3,40,60,5,43,16,41,F,1.379999995,,6,8.699999809,80,23.32999992,6.099999905,0,0,0,3.799999952,0.819999993,7.099999905,9,0,2
Ne,WD-Ne,W,D4,60,80,4,41,16,43,F,1.539999962,,6,9.600000381,80,23,6.199999809,0,0,0,3,0.699999988,7,9.5,0,2
Ne,WD-Ne,W,D5,80,100,5,41,16,43,F,1.549999952,,6,10.19999981,80,27.67000008,6.099999905,0,0,0,3,0.49000001,7.400000095,9.899999619,0,2
Nh,WD-Nh,W,D1,0,20,2,23,28,49,F,1.200000048,,12,23.35000038,38,26.5,5.329999924,0,0,0,28.20000076,2.650000095,10.64999962,22.54999924,5,1
Nh,WD-Nh,W,D2,20,40,4,21,25,54,F,1.25,,12,20.39999962,30,28.5,5.349999905,0,0,0,18.64999962,1.629999995,9.380000114,17.22999954,13,1
Nh,WD-Nh,W,D3,40,60,4,19,21,60,V,1.220000029,,9,20.42000008,30,26.75,5.400000095,0,0,0,11.5,1.100000024,8.970000267,18,16,1
Nh,WD-Nh,W,D4,60,80,2,15,20,65,V,1.340000033,,9,18.95000076,31,28.39999962,5.400000095,0,0,0,8.300000191,0.939999998,7.579999924,14.39999962,22,1
Nh,WD-Nh,W,D5,80,100,4,14,19,67,V,1.379999995,,12,18,30,26.64999962,5.409999847,0,0,0,5.599999905,0.600000024,7.300000191,12,23,1
O,WD-O,V,D1,0,20,14,25,34,41,O,0.310000002,,35,84.55000305,45,-3,4.800000191,0,0,0,326.5,15,16.68000031,-3,0,1
O,WD-O,V,D2,20,40,8,25,36,39,O,0.189999998,,39,82.90000153,45,-3,4.909999847,0,0,0,359.2000122,15.60999966,18.70999908,-3,0,1
O,WD-O,V,D3,40,60,8,30,38,32,O,0.150000006,,43,88.59999847,60,-3,5.159999847,0,0,0,355.6000061,15.11999989,19.69000053,-3,0,1
O,WD-O,V,D4,60,80,1,43,30,27,O,0.140000001,,42,80.69999695,60,-3,5.050000191,0,0,0,340,15.5,19.13999939,-3,0,1
O,WD-O,V,D5,80,100,3,49,28,23,O,0.140000001,,42,78.5,60,-3,5.050000191,0,0,0,318,14.60000038,17.82999992,-3,0,1
Od,WD-Od,V,D1,0,20,14,26,32,42,O,0.340000004,,28,70.5,40,-3,4.349999905,0,0,0,292.75,14.81000042,25.18000031,-3,0,2
Od,WD-Od,V,D2,20,40,8,29,33,38,O,0.119999997,,36,79.19999695,45,-3,4.550000191,0,0,0,341.25,13.10999966,25.65999985,-3,0,1
Od,WD-Od,V,D3,40,60,8,31,36,33,O,0.119999997,,43,77.5,45,-3,4.519999981,0,0,0,340,11.85000038,28.95999908,-3,0,1
Od,WD-Od,V,D4,60,80,1,35,33,32,O,0.140000001,,42,82.84999847,40,-3,4.5,0,0,0,337.6000061,12.43000031,25.94000053,-3,0,1
Od,WD-Od,V,D5,80,100,3,44,28,28,O,0.119999997,,42,57.59999847,40,-3,4.46999979,0,0,0,319.5,12.39999962,23.84000015,-3,0,2
Oe,WD-Oe,V,D1,0,20,14,24,35,41,O,0.310000002,,35,88.40000153,96,-3,5.900000095,0,0,0,384,28.60000038,14.75,-3,0,1
Oe,WD-Oe,V,D2,20,40,8,20,36,44,O,0.189999998,,39,91.73999786,82,-3,5.820000172,0,0,0,372.7999878,28.87999916,16.92000008,-3,0,1
Oe,WD-Oe,V,D3,40,60,8,29,38,33,O,0.180000007,,43,104,82,-3,5.800000191,0,0,0,397.5,28.85000038,16.97999954,-3,0,1
Oe,WD-Oe,V,D4,60,80,1,52,27,21,O,0.170000002,,42,80,60,-3,5.800000191,0,0,0,318,24.10000038,16.95999908,-3,0,1
Oe,WD-Oe,V,D5,80,100,3,55,27,18,O,0.159999996,,42,79,87,-3,5.900000095,0,0,0,161.6499939,21.89999962,17.28000069,-3,0,1
Ox,WD-Ox,P,D1,0,20,14,25,34,41,O,0.310000002,,35,120.75,45,-3,4.800000191,0,0,0,439,19,16.68000031,-3,0,1
Ox,WD-Ox,P,D2,20,40,8,25,36,39,O,0.189999998,,39,131.5500031,45,-3,4.820000172,0,0,0,440.4500122,14.5,26.77000046,-3,0,1
Ox,WD-Ox,P,D3,40,60,8,30,38,32,O,0.150000006,,43,128.3000031,60,-3,5.300000191,0,0,0,378,16.5,22.23999977,-3,0,1
Ox,WD-Ox,P,D4,60,80,1,43,30,27,O,0.140000001,,42,128.3000031,60,-3,5.300000191,0,0,0,383.1000061,17,17.97999954,-3,0,1
Ox,WD-Ox,P,D5,80,100,3,49,28,23,O,0.140000001,,42,78.5,60,-3,5.300000191,0,0,0,378,17,17.97999954,-3,0,1
P,WD-P,W,D1,0,20,10,78,17,5,C,1.299999952,,17,9.329999924,11,74,4.28000021,0,0,0,28.42000008,2.059999943,18.03000069,14.5,35,2
P,WD-P,W,D2,20,40,10,79,16,5,C,1.480000019,,15,4.96999979,13,60,4.670000076,0,0,0,7.5,0.5,15.72000027,3.5,17,3
P,WD-P,W,D3,40,60,10,80,15,5,C,1.529999971,,13,2.579999924,13,63,4.800000191,0,0,0,4.210000038,0.300000012,15,3,24,3
P,WD-P,W,D4,60,80,10,81,14,5,C,1.590000033,,12,2.200000048,20,67,4.96999979,0,0,0,2.829999924,0.200000003,15.35000038,7,18,4
P,WD-P,W,D5,80,100,8,83,12,5,C,1.600000024,,12,2.299999952,16,63,4.949999809,0,0,0,2.099999905,0.200000003,17,6.5,15,3
Pg,WD-Pg,I,D1,0,20,2,81,14,5,C,1.299999952,,17,6.5,5,56,4.5,0,0,0,15.75,1.100000024,13.47999954,4,35,3
Pg,WD-Pg,I,D2,20,40,3,81,15,4,C,1.419999957,,15,5.699999809,16,52.79999924,4.699999809,0,0,0,10.35000038,0.600000024,17.73999977,9.199999809,17,3
Pg,WD-Pg,I,D3,40,60,3,81,14,5,C,1.50999999,,13,2.5,11,77,5.039999962,0,0,0,5,0.300000012,13.88000011,3,24,3
Pg,WD-Pg,I,D4,60,80,1,81,14,5,C,1.549999952,,12,2.99000001,19,77,4.980000019,0,0,0,2.900000095,0.200000003,15,7,18,4
Pg,WD-Pg,I,D5,80,100,1,82,13,5,C,1.610000014,,12,4.050000191,13,74,4.940000057,0,0,0,2,0.300000012,15.5,6.5,15,3
Ph,WD-Ph,W,D1,0,20,4,86,10,4,C,1.210000038,,16,5.53000021,8,30,4.230000019,0,0,0,21.5,1.450000048,18.79999924,8.949999809,35,2
Ph,WD-Ph,W,D2,20,40,16,90,7,3,C,1.480000019,,15,2.099999905,13,30.5,4.53000021,0,0,0,5.5,0.340000004,17.63999939,3.5,17,3
Ph,WD-Ph,W,D3,40,60,22,89,7,4,C,1.549999952,,6,1.789999962,13,45.90000153,4.699999809,0,0,0,4.070000172,0.200000003,17.40999985,3,24,3
Ph,WD-Ph,W,D4,60,80,10,90,6,4,C,1.600000024,,14,1.139999986,22,70.5,4.800000191,0,0,0,3.470000029,0.200000003,21.42000008,9.5,18,4
Ph,WD-Ph,W,D5,80,100,8,89,7,4,C,1.600000024,,13,1.5,18,65,4.800000191,0,0,0,2.5,0.200000003,22,9,15,3
Pl,WD-Pl,W,D1,0,20,11,64,27,9,M,1.379999995,,17,16.78000069,22,57.18999863,4.599999905,0,0,0,46.33000183,3.049999952,21.51000023,14.5,15,2
Pl,WD-Pl,W,D2,20,40,16,65,25,10,M,1.399999976,,15,5.849999905,13,60,4.869999886,0,0,0,10,0.579999983,17.45999908,3.5,17,3
Pl,WD-Pl,W,D3,40,60,15,70,22,8,C,1.419999957,,13,3,13,53.5,5,0,0,0,9.699999809,0.5,13.75,3,24,3
Pl,WD-Pl,W,D4,60,80,28,72,21,7,C,1.539999962,,12,1.289999962,20,67,4.900000095,0,0,0,3.599999905,0.600000024,13.59000015,7,18,4
Pl,WD-Pl,W,D5,80,100,8,72,22,6,C,1.620000005,,12,1.809999943,16,63,4.949999809,0,0,0,3.849999905,0.200000003,17,6.5,15,3
Po,WD-Po,W,D1,0,20,10,76,19,5,C,1.220000029,,23,17.65999985,12,98,4.21999979,0,0,0,31.75,2.359999895,18.02000046,22.39999962,35,1
Po,WD-Po,W,D2,20,40,14,79,16,5,C,1.49000001,,15,6.119999886,14,71.5,4.800000191,0,0,0,8.840000153,0.49000001,13.56000042,2,17,2
Po,WD-Po,W,D3,40,60,15,79,16,5,C,1.50999999,,14,4.539999962,18,69,4.889999866,0,0,0,4.050000191,0.340000004,15,2.5,24,2
Po,WD-Po,W,D4,60,80,14,81,14,5,C,1.600000024,,13,4.349999905,21,66.5,5,0,0,0,2,0.200000003,15.85000038,7,18,5
Po,WD-Po,W,D5,80,100,10,84,11,5,C,1.600000024,,18,3.779999971,16,70.5,5,0,0,0,2,0.200000003,13.60000038,6.5,15,3
Pp,WD-Pp,I,D1,0,20,10,65,26,9,M,1.389999986,,17,17.12999916,11,130,4.300000191,0,0,0,45.95000076,2.150000095,21.97999954,14.5,35,2
Pp,WD-Pp,I,D2,20,40,15,62,28,10,M,1.25,,15,9.199999809,13,50.88000107,4.800000191,0,0,0,6.199999809,0.400000006,19.70999908,3.5,17,1
Pp,WD-Pp,I,D3,40,60,24,62,28,10,M,1.379999995,,13,5.380000114,13,53.25,4.989999771,0,0,0,4.199999809,0.400000006,21.95999908,3,24,3
Pp,WD-Pp,I,D4,60,80,10,67,26,7,M,1.470000029,,12,1.580000043,20,31.60000038,5.099999905,0,0,0,2.900000095,0.200000003,15.35000038,7,18,4
Pp,WD-Pp,I,D5,80,100,8,68,25,7,M,1.620000005,,12,2.299999952,16,63,5.199999809,0,0,0,2.099999905,0.200000003,17,6.5,14,3
Q,WD-Q,S,D1,0,20,4,89,6,5,C,1.5,,3,2.799999952,80,41,5.900000095,0,0,0,2.460000038,0.349999994,10.92000008,4,0,6
Q,WD-Q,S,D2,20,40,4,89,5,6,C,1.5,,3,2.200000048,82,39.5,5.800000191,0,0,0,1.75,0.219999999,10,3,0,6
Q,WD-Q,S,D3,40,60,4,89,5,6,C,1.5,,3,2,92,37,5.800000191,0,0,0,1,0.200000003,8.590000153,2.400000095,0,6
Q,WD-Q,S,D4,60,80,4,88,6,6,C,1.50999999,,3,2,88,35,5.800000191,0,0,0,1,0.200000003,8,2,0,7
Q,WD-Q,S,D5,80,100,4,87,6,7,C,1.5,,3,2,91,34.5,5.800000191,0,0,0,1,0.150000006,7.010000229,2,0,7
Qa,WD-Qa,S,D1,0,20,2,87,9,4,C,1.299999952,,5,3.099999905,70,36.11999893,5.380000114,0,0,0,4.150000095,0.400000006,12.28999996,4,16,9
Qa,WD-Qa,S,D2,20,40,4,88,8,4,C,1.429999948,,2,1.720000029,51,31,5.25,0,0,0,2.880000114,0.200000003,10.03999996,3,21,6
Qa,WD-Qa,S,D3,40,60,4,88,8,4,C,1.49000001,,2,1.330000043,38,47,5.329999924,0,0,0,1.25999999,0.100000001,9.75,1,21,6
Qa,WD-Qa,S,D4,60,80,4,87,9,4,C,1.49000001,,2,1.200000048,66,35,5.5,0,0,0,1,0.100000001,10,2,20,7
Qa,WD-Qa,S,D5,80,100,4,85,10,5,C,1.5,,2,1.049999952,91,34.5,5.510000229,0,0,0,1,0.100000001,7,2,0,7
Qc,WD-Qc,S,D1,0,20,4,89,6,5,C,1.5,,3,3.200000048,95,46.84999847,6.300000191,0,0,0,2.950000048,0.400000006,10.28999996,4,0,6
Qc,WD-Qc,S,D2,20,40,4,89,6,5,C,1.50999999,,3,2.700000048,99,47.90999985,6.230000019,0,0,0,2,0.280000001,9.640000343,4,0,5
Qc,WD-Qc,S,D3,40,60,4,89,6,5,C,1.519999981,,3,2.5,100,43,6.300000191,0,0,0,1,0.200000003,9.409999847,3,0,5
Qc,WD-Qc,S,D4,60,80,4,89,6,5,C,1.570000052,,3,2.420000076,100,38.5,6.300000191,0,0,0,1,0.200000003,8,3,0,6
Qc,WD-Qc,S,D5,80,100,4,88,6,6,C,1.50999999,,3,2.400000095,100,39,6.349999905,0,0,0,1,0.200000003,7,3,0,7
Qf,WD-Qf,S,D1,0,20,3,89,5,6,C,1.50999999,,2,2.470000029,60,31,5.579999924,0,0,0,3,0.379999995,12.25,3,0,7
Qf,WD-Qf,S,D2,20,40,3,89,5,6,C,1.529999971,,3,2,58,26.5,5.5,0,0,0,2,0.25,10.78999996,2,22,7
Qf,WD-Qf,S,D3,40,60,2,88,5,7,C,1.559999943,,3,1.799999952,66,22.04999924,5.380000114,0,0,0,1,0.200000003,10,2,25,7
Qf,WD-Qf,S,D4,60,80,4,88,5,7,C,1.559999943,,3,1.700000048,65,22,5.300000191,0,0,0,1,0.200000003,9.779999733,2,25,8
Qf,WD-Qf,S,D5,80,100,4,88,5,7,C,1.570000052,,3,1.600000024,68,23,5.320000172,0,0,0,1,0.189999998,10,2,25,8
Ql,WD-Ql,W,D1,0,20,4,90,5,5,C,1.5,,3,2,82,52.5,5.739999771,0,0,0,1.700000048,0.200000003,9.06000042,3,0,6
Ql,WD-Ql,W,D2,20,40,4,89,5,6,C,1.5,,3,2,72,50,5.650000095,0,0,0,1.200000048,0.170000002,9.140000343,3,0,8
Ql,WD-Ql,W,D3,40,60,4,87,5,8,C,1.5,,3,2,74,30,5.53000021,0,0,0,1,0.150000006,7.570000172,3,0,7
Ql,WD-Ql,W,D4,60,80,4,87,5,8,C,1.5,,3,2,75,32,5.550000191,0,0,0,1,0.109999999,7.429999828,3,0,6
Ql,WD-Ql,W,D5,80,100,4,87,5,8,C,1.5,,3,2,80,25.10000038,5.690000057,0,0,0,1,0.100000001,7,3,0,8
R,WD-R,W,D1,0,20,19,62,23,15,M,1.340000033,,12,7.739999771,80,41,6.460000038,0,0,0,6.25,0.699999988,10.72000027,6.5,0,3
R,WD-R,W,D2,20,40,27,61,23,16,M,1.429999948,,12,6.389999866,88,39,6.559999943,1,1,0.200000003,3.5,0.449999988,10,6,0,3
R,WD-R,W,D3,40,60,28,63,22,15,M,1.450000048,,10,6,86,40.70000076,6.75,1,1,0.219999999,2.799999952,0.319999993,8.159999847,7,0,4
R,WD-R,W,D4,60,80,28,64,22,14,M,1.49000001,,10,5.099999905,92,43,6.900000095,1,1,0.219999999,2,0.300000012,8.340000153,4.25,0,4
R,WD-R,W,D5,80,100,28,63,22,15,M,1.5,,7,5.320000172,99,44.25,7.099999905,11,1,0.270000011,1.649999976,0.300000012,9,4.5,0,4
Rc,WD-Rc,W,D1,0,20,14,54,27,19,M,1.350000024,,14,11.94999981,100,60.5,7.840000153,58,1,0.25,4,0.699999988,9.550000191,24,0,4
Rc,WD-Rc,W,D2,20,40,22,52,29,19,M,1.49000001,,13,12.03999996,100,49.09999847,8,63,1,0.300000012,3.599999905,0.680000007,8.770000458,15.19999981,0,4
Rc,WD-Rc,W,D3,40,60,24,49,32,19,M,1.50999999,,12,11.19999981,100,50.5,8.199999809,64.5,1,0.289999992,2.900000095,0.5,8.050000191,15.5,0,5
Rc,WD-Rc,W,D4,60,80,21,48,32,20,M,1.5,,12,9.949999809,100,48,8.149999619,50,1,0.289999992,2.900000095,0.5,8.279999733,22.5,0,4
Rc,WD-Rc,W,D5,80,100,28,46,32,22,M,1.5,,16,10.75,100,45.15000153,8.100000381,50,1,0.300000012,2.299999952,0.5,7.949999809,21.37999916,0,9
Rd,WD-Rd,W,D1,0,20,25,60,24,16,M,1.460000038,,15,7.489999771,17,25.89999962,5.199999809,0,0,0,10,0.899999976,12.06999969,4,24,2
Rd,WD-Rd,W,D2,20,40,28,61,24,15,M,1.50999999,,14,5.75,16,25,5.099999905,0,0,0,6.489999771,0.569999993,11.21000004,4,22,3
Rd,WD-Rd,W,D3,40,60,28,64,21,15,M,1.5,,10,4.900000095,24,25.5,5.130000114,0,0,0,3,0.300000012,9.909999847,3.849999905,20,4
Rd,WD-Rd,W,D4,60,80,28,67,20,13,M,1.50999999,,7,4.409999847,30,24.5,5.199999809,0,0,0,2,0.200000003,8.75,3,11,4
Rd,WD-Rd,W,D5,80,100,22,72,18,10,C,1.50999999,,6,3.900000095,27,20.5,5.099999905,0,0,0,1.700000048,0.200000003,10,3,13,5
Re,WD-Re,S,D1,0,20,19,65,21,14,M,1.25,,10,7.460000038,90,50.29999924,6.5,1,0.529999971,0.100000001,5.199999809,0.579999983,10.69999981,7.78000021,0,3
Re,WD-Re,S,D2,20,40,27,65,20,15,M,1.24000001,,10,5.949999809,83,44.25,6.610000134,1,1,0.180000007,3.400000095,0.400000006,10,7,0,4
Re,WD-Re,S,D3,40,60,28,67,19,14,M,1.279999971,,9,6,88,48,6.900000095,1,0.5,0.209999993,2,0.310000002,8,7.820000172,0,4
Re,WD-Re,S,D4,60,80,28,69,19,12,M,1.460000038,,10,5.699999809,84,59.59999847,6.900000095,1,1,0.200000003,1.899999976,0.300000012,8.840000153,3.5,0,5
Re,WD-Re,S,D5,80,100,28,67,20,13,M,1.5,,8,6.5,83,62.20000076,7,5,1,0.129999995,1.5,0.300000012,10,5.599999905,0,3
RK,WD-RK,E,D1,0,0,-7,-7,-7,-7,-7,-7,,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
RK,WD-RK,E,D2,0,0,-7,-7,-7,-7,-7,-7,,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
RK,WD-RK,E,D3,0,0,-7,-7,-7,-7,-7,-7,,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
RK,WD-RK,E,D4,0,0,-7,-7,-7,-7,-7,-7,,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
RK,WD-RK,E,D5,0,0,-7,-7,-7,-7,-7,-7,,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
Rx,WD-Rx,W,D1,0,20,19,50,41,9,M,1.340000033,,12,11.85000038,80,17,6.099999905,0,0,0,21,1.159999967,18,6.5,0,3
Rx,WD-Rx,W,D2,20,40,27,49,36,15,M,1.429999948,,12,9.619999886,84,39,5.960000038,0,0,0,16,1.059999943,17.70000076,6,0,3
Rx,WD-Rx,W,D3,40,60,28,43,36,21,M,1.450000048,,10,12.89000034,86,40.70000076,6.099999905,0,0,0,12.06999969,0.699999988,20.27000046,7,0,4
Rx,WD-Rx,W,D4,60,80,28,43,35,22,M,1.49000001,,10,14.39999962,92,43,6.099999905,0,0,0,10.5,0.699999988,21.93000031,4.25,0,4
Rx,WD-Rx,W,D5,80,100,28,63,22,15,M,1.5,,7,5.320000172,99,44.25,7.099999905,11,1,0.270000011,1.649999976,0.300000012,9,4.5,0,4
S,WD-S,M,D1,0,20,5,46,31,23,M,1.399999976,,9,15.52000046,99,50,7.199999809,7,1,0.949999988,8,0.730000019,10.75,16,0,8
S,WD-S,M,D2,20,40,6,40,28,32,M,1.409999967,,11,19.13999939,100,54.40000153,8.199999809,20,0.949999988,2.230000019,3.700000048,0.5,9.130000114,23.75,0,20
S,WD-S,M,D3,40,60,6,37,30,33,M,1.399999976,,11,20.25,100,57.04999924,8.449999809,30,1,3.059999943,2.569999933,0.409999996,8,25.87999916,0,30
S,WD-S,M,D4,60,80,8,36,32,32,M,1.399999976,,12,21.82999992,100,57,8.5,30,1,2.75,2,0.300000012,7.5,26,0,35
S,WD-S,M,D5,80,100,7,37,32,31,M,1.399999976,,13,21.23999977,100,56.66999817,8.5,30,1,2.880000114,1.669999957,0.300000012,7.5,26,0,33
Sg,WD-Sg,I,D1,0,20,5,45,35,20,M,1.25,,9,11,88,47.84999847,6.78000021,1,1,0.899999976,8.489999771,0.699999988,10.77999973,12.89999962,0,7
Sg,WD-Sg,I,D2,20,40,6,38,30,32,M,1.389999986,,11,17,100,55.79999924,7.739999771,20,1,2.24000001,4,0.5,8.649999619,18.20000076,0,18
